"Warehouse_ID,Location,Current_Stock,Demand_Forecast,Lead_Time_Days,Shipping_Time_Days,Stockout_Risk,Operational_Cost,Supplier_ID,Product_Category,Monthly_Sales,Order_Processing_Time,Return_Rate,Customer_Rating,Warehouse_Capacity,Storage_Cost,Transportation_Cost,Backorder_Quantity,Damaged_Goods,Employee_Count,Inventory_Turnover,Stock_Utilization,Delivery_Efficiency,Total_Cost,Estimated_Profit,Demand_Gap,Risk_Score"
"WH280,San Francisco,3364,3219,10,3,9,72445,S396,Furniture,7808,1.6673385816493742,0.7261309960621802,4.620090024836683,11340,16014,5555,150,17,70,2.3210463733650415,0.2966490299823633,4.667338581649374,94014,-86206,-145,26.72613099606218"
"WH224,New York,2460,509,4,1,18,51625,S634,Automotive,5160,3.225959290317888,3.45230173708965,1.7727720618081642,25172,19245,13942,247,25,15,2.097560975609756,0.09772763387891308,4.225959290317888,84812,-79652,-1951,46.45230173708965"
"WH195,New York,833,3175,4,3,6,95174,S346,Apparel,5369,1.6119419454824,6.910683212213677,2.753405881554688,46936,11659,13600,20,29,35,6.445378151260504,0.017747571160729503,4.6119419454824,120433,-115064,2342,41.91068321221368"
"WH242,Atlanta,3010,1765,2,1,18,34994,S136,Furniture,7756,1.434040342082321,1.834622098138203,1.9091509355393868,47303,14519,9948,245,45,47,2.5767441860465117,0.06363232775933873,2.434040342082321,59461,-51705,-1245,64.8346220981382"
"WH375,Denver,4991,3810,7,3,15,89876,S372,Automotive,7625,1.3308846758695665,5.397408371929328,2.2802815929964684,11753,1898,8285,120,49,52,1.5277499499098377,0.4246575342465753,4.330884675869567,100059,-92434,-1181,69.39740837192933"
"WH099,Miami,4998,1200,9,7,16,64791,S411,Furniture,6075,0.7599949341679718,5.714418204789014,3.8622821979780886,35815,2792,11106,256,47,78,1.215486194477791,0.13955046768113918,7.759994934167972,78689,-72614,-3798,68.71441820478901"
"WH216,New York,2492,2973,9,5,23,47857,S201,Apparel,2441,2.63488505525635,8.661110256453718,1.2204706686611209,49704,8597,676,283,36,65,0.9795345104333868,0.050136809914695,7.634885055256349,57130,-54689,481,67.66111025645372"
"WH187,Atlanta,1298,4148,10,5,10,70464,S684,Apparel,2619,3.154068570288584,4.966517084092609,4.654195346188171,20213,10252,6489,24,8,27,2.0177195685670264,0.06421609855043783,8.154068570288583,87205,-84586,2850,22.966517084092608"
"WH434,New York,3535,4561,8,7,19,66003,S677,Electronics,9752,4.76460263830698,6.96512693399273,2.899379271822176,27446,4070,2268,6,33,27,2.7586987270155587,0.12879836770385483,11.764602638306979,72341,-62589,1026,58.96512693399273"
"WH388,Dallas,2595,4478,8,2,23,36726,S813,Electronics,7212,2.7293604007666152,3.876420576860777,1.2275020596344786,13371,5624,6640,166,27,60,2.779190751445087,0.19407673322862912,4.729360400766615,48990,-41778,1883,53.87642057686078"
"WH044,Miami,1697,3299,4,5,17,87372,S501,Groceries,8936,2.577018869781421,4.131810748080127,1.6380197741513682,44716,6489,14212,47,31,30,5.265763111373011,0.03795062170140442,7.577018869781421,108073,-99137,1602,52.13181074808013"
"WH471,Chicago,1312,3307,6,5,24,96271,S136,Groceries,1605,0.6949267186102566,7.58836927118285,3.4228998663148102,43037,11793,3716,73,18,93,1.2233231707317074,0.03048539628691591,5.694926718610256,111780,-110175,1995,49.58836927118285"
"WH162,Seattle,1443,1157,4,4,18,76947,S109,Automotive,3327,0.9871784414898837,6.9040491815699525,1.2630262633084492,23449,18784,11728,259,20,38,2.3056133056133055,0.061537805450125806,4.987178441489884,107459,-104132,-286,44.90404918156995"
"WH197,Seattle,3327,3799,9,4,13,34130,S309,Furniture,1450,3.444852049172327,3.583126697212627,3.350975261523341,28103,10754,1809,36,5,30,0.43582807333934476,0.11838593744440096,7.444852049172328,46693,-45243,472,21.583126697212627"
"WH007,Miami,3165,4971,9,4,16,98563,S312,Electronics,7138,3.3058634955427797,1.505462166658272,4.480919463682463,17714,15161,13676,38,37,46,2.255292259083728,0.17867223664897822,7.30586349554278,127400,-120262,1806,54.505462166658276"
"WH124,New York,1340,2971,6,7,25,79393,S819,Automotive,5874,1.0570412297597962,7.417042138817403,3.9577519642036014,33504,9168,1607,140,20,12,4.383582089552239,0.03999522445081184,8.057041229759797,90168,-84294,1631,52.4170421388174"
"WH343,Denver,857,4872,7,3,21,66122,S771,Apparel,1948,0.9136875618552618,6.179871076910098,1.1370676051536948,33036,2440,8450,82,27,44,2.2730455075845972,0.025941397263591234,3.913687561855262,77012,-75064,4015,54.179871076910096"
"WH466,San Francisco,2791,3728,10,5,6,53951,S211,Groceries,4632,2.9815658082738885,0.8859390721709488,1.6189229337661954,49896,7065,557,2,26,43,1.6596202078108204,0.05593634760301427,7.9815658082738885,61573,-56941,937,32.88593907217095"
"WH127,Miami,2334,5100,7,4,6,77838,S347,Electronics,9465,4.293963591620115,4.299181282408586,1.4437609885294598,30756,13127,1215,125,44,100,4.0552699228791775,0.0758876316816231,8.293963591620116,92180,-82715,2766,54.29918128240858"
"WH156,Los Angeles,2798,1481,6,4,23,30568,S920,Apparel,8115,4.894737957476656,6.806793111677761,2.3380466708028083,22257,1110,5314,292,10,81,2.900285918513224,0.12571325875005615,8.894737957476657,36992,-28877,-1317,39.80679311167776"
"WH079,Chicago,4813,2247,6,7,14,58707,S491,Apparel,7205,4.197616818738573,4.566706750953509,3.768307775122011,30328,11105,3728,206,48,40,1.4969873259921047,0.1586982326562912,11.197616818738574,73540,-66335,-2566,66.5667067509535"
"WH022,Houston,2651,4180,6,1,5,40114,S571,Groceries,9713,1.7433399483828371,2.575204869333072,2.188437890527302,26441,16376,3721,216,37,83,3.663900414937759,0.10026095836012254,2.743339948382837,60211,-50498,1529,44.57520486933307"
"WH270,Dallas,532,4281,8,4,11,87888,S184,Furniture,6644,3.4822959389454446,1.514175873010643,1.5038789114051263,48750,18999,9465,279,8,53,12.488721804511279,0.010912820512820514,7.482295938945445,116352,-109708,3749,20.514175873010643"
"WH263,Los Angeles,2607,4256,3,2,13,94791,S892,Apparel,6189,4.389174887021215,2.489233291346702,3.349496436138462,10928,15210,10826,137,1,37,2.3739930955120827,0.23856149341142022,6.389174887021215,120827,-114638,1649,16.4892332913467"
"WH466,Los Angeles,3954,4082,7,2,13,86732,S219,Automotive,2398,3.4315867630283257,5.442030993712262,2.3162016843533744,10369,5264,2813,283,22,86,0.6064744562468386,0.3813289613270325,5.431586763028326,94809,-92411,128,40.442030993712265"
"WH254,Dallas,3708,2235,7,5,17,36749,S521,Furniture,6759,4.245877681403539,6.026154882440943,4.251698802025805,36428,7985,9161,98,35,23,1.8228155339805825,0.10178983199736466,9.245877681403538,53895,-47136,-1473,58.02615488244094"
"WH141,Denver,980,2070,7,4,18,96843,S119,Automotive,8159,4.0399757922900985,5.638568988753409,2.0401231057083216,15824,10856,12927,70,41,52,8.325510204081633,0.06193124368048534,8.039975792290099,120626,-112467,1090,64.6385689887534"
"WH295,Denver,1834,1077,7,7,16,37429,S396,Groceries,4210,3.1469617803986503,1.7596745187193243,3.902309300262796,12488,10894,10745,164,12,6,2.295528898582334,0.1468609865470852,10.14696178039865,59068,-54858,-757,29.759674518719326"
"WH050,Seattle,4324,1831,3,4,17,43981,S921,Groceries,1393,1.1280814456483437,7.109339579621852,1.7449045392822646,46359,14236,13470,70,5,89,0.3221554116558742,0.09327207230526974,5.128081445648344,71687,-70294,-2493,29.109339579621853"
"WH228,New York,2548,4355,6,5,18,95645,S558,Groceries,4284,4.771542168206818,6.609676065944194,1.96418362917576,44370,8185,5267,248,18,88,1.6813186813186813,0.05742618886635114,9.771542168206818,109097,-104813,1807,42.60967606594419"
"WH125,Denver,3380,5055,6,4,24,66402,S735,Groceries,5544,2.2311774109484483,8.511802042037194,1.28832640241377,23744,13811,9053,146,4,85,1.6402366863905324,0.14235175202156333,6.231177410948448,89266,-83722,1675,36.511802042037196"
"WH006,Atlanta,1314,4858,5,2,18,42837,S955,Groceries,3448,2.1723522245761657,5.843548804633928,2.868405400576916,15353,16110,7856,70,42,31,2.624048706240487,0.08558587898130658,4.172352224576166,66803,-63355,3544,65.84354880463393"
"WH043,Miami,570,4885,4,5,7,57506,S167,Groceries,4262,3.2196138149263485,4.218476444831822,2.932320275333834,16459,19635,13095,61,1,62,7.47719298245614,0.034631508597120116,8.219613814926348,90236,-85974,4315,12.218476444831822"
"WH250,San Francisco,528,1982,2,1,9,80086,S230,Groceries,1513,3.6353295637262,2.1514037788288585,2.585306771833449,30525,18993,7758,49,34,36,2.865530303030303,0.017297297297297298,4.6353295637262,106837,-105324,1454,45.15140377882886"
"WH306,Houston,4942,4080,5,3,25,44339,S210,Groceries,9609,3.92591943567002,0.5067553350714313,1.249607483589442,46227,9557,8166,102,37,20,1.944354512343181,0.10690721872498757,6.9259194356700196,62062,-52453,-862,62.50675533507143"
"WH018,Miami,2482,516,2,2,17,79112,S491,Apparel,2238,2.303450971010143,1.7629513346528352,4.088770744703288,24140,15962,4290,292,23,70,0.9016921837228042,0.1028169014084507,4.303450971010143,99364,-97126,-1966,41.76295133465284"
"WH055,Dallas,3790,2904,8,4,13,80868,S929,Groceries,3819,0.7883545024077682,6.447282385305265,4.699026272849533,18187,16069,12253,248,49,31,1.0076517150395778,0.2083906086765272,4.788354502407768,109190,-105371,-886,68.44728238530527"
"WH454,Los Angeles,2838,3097,4,5,24,52345,S856,Groceries,1932,3.2398408285236115,3.161294892494549,1.2233738808581744,41612,2593,12276,9,33,22,0.6807610993657506,0.06820148034220898,8.239840828523612,67214,-65282,259,60.16129489249455"
"WH178,Atlanta,1055,3915,9,1,16,93626,S917,Automotive,6077,1.378647727475505,3.1933413332207032,2.606415416015871,13099,12517,8893,283,37,99,5.760189573459716,0.0805404992747538,2.3786477274755047,115036,-108959,2860,56.1933413332207"
"WH486,Seattle,2163,4952,7,6,10,63033,S768,Automotive,3870,0.9044239890708552,7.788806685434134,3.996709577070427,26467,18771,5622,160,49,59,1.7891816920943135,0.08172441153134091,6.904423989070855,87426,-83556,2789,66.78880668543414"
"WH107,San Francisco,3237,4641,5,1,18,89202,S218,Automotive,8491,2.371239114826022,7.636075282413879,3.935632809599674,24438,17255,12267,136,8,7,2.6231078158789,0.13245764792536213,3.371239114826022,118724,-110233,1404,33.63607528241388"
"WH242,Miami,1440,1135,2,2,22,64823,S471,Apparel,2917,3.746115605276315,9.613737533870475,3.3716614862742995,40012,18694,5063,49,8,67,2.0256944444444445,0.035989203239028295,5.746115605276315,88580,-85663,-305,39.61373753387048"
"WH353,San Francisco,3119,4223,2,7,7,34027,S763,Electronics,5461,1.9483658513573847,8.492109830382054,2.494557724836613,46381,6415,861,71,38,8,1.7508816928502726,0.06724736422241866,8.948365851357385,41303,-35842,1104,53.492109830382056"
"WH477,Miami,938,4245,5,4,23,52190,S601,Automotive,7383,4.569937274919113,4.314258633948287,2.6611488684907405,13574,11663,7327,209,14,63,7.871002132196162,0.06910269633122146,8.569937274919113,71180,-63797,3307,41.314258633948285"
"WH189,San Francisco,783,1310,6,3,5,97457,S733,Electronics,2030,2.342681367211197,1.0144603293710803,2.151291746860922,33885,1985,6261,257,23,71,2.5925925925925926,0.023107569721115537,5.342681367211197,105703,-103673,527,29.01446032937108"
"WH097,Houston,4588,4176,2,3,15,73887,S744,Electronics,9762,2.2802591344456937,6.335227603505666,3.189628988075053,15219,5923,7977,238,26,26,2.1277244986922406,0.30146527367106907,5.280259134445694,87787,-78025,-412,47.335227603505665"
"WH174,Los Angeles,2771,4542,10,1,8,89581,S508,Electronics,8717,1.2774135817004648,6.994702732536864,4.149458958361379,45941,17813,9555,190,34,91,3.1457957416095272,0.06031649289305849,2.277413581700465,116949,-108232,1771,48.994702732536865"
"WH153,Atlanta,3630,956,9,7,7,45897,S517,Apparel,3023,2.7416817060213257,5.330618320677362,2.577514247636304,16306,10185,14293,96,41,25,0.8327823691460056,0.2226174414326015,9.741681706021325,70375,-67352,-2674,53.33061832067736"
"WH334,Los Angeles,4069,1971,5,4,11,41108,S456,Groceries,2308,4.038621486568559,2.190833817906946,1.0845975511805928,37238,12903,7918,121,24,14,0.5672155320717621,0.10927010043503947,8.038621486568559,61929,-59621,-2098,37.19083381790695"
"WH082,San Francisco,4892,1083,7,5,19,97049,S183,Electronics,5580,3.672574028461696,0.8975352753545169,1.180772972936135,15458,14880,14212,9,49,6,1.1406377759607522,0.3164704360201837,8.672574028461696,126141,-120561,-3809,68.89753527535451"
"WH125,Seattle,1085,3932,2,1,10,31964,S539,Electronics,5896,4.531215735919565,0.9841134997220558,4.854329604765839,34914,15079,12423,271,13,41,5.434101382488479,0.031076359053674743,5.531215735919565,59466,-53570,2847,23.984113499722056"
"WH347,Seattle,1133,3203,2,1,17,85331,S395,Apparel,2526,3.4017176191198857,5.039495031269183,4.472942625972051,37204,7396,11618,129,33,51,2.229479258605472,0.030453714654338243,4.401717619119886,104345,-101819,2070,55.03949503126918"
"WH425,Dallas,1070,4667,5,5,15,94026,S466,Furniture,9375,3.4963317609672213,9.10707796123616,4.253821657931439,29777,8675,5657,28,1,70,8.761682242990654,0.03593377438962958,8.496331760967221,108358,-98983,3597,25.107077961236158"
"WH153,Seattle,2783,3089,6,4,20,31379,S147,Automotive,5599,3.8532196867650392,5.177985872565143,4.144548805889327,34966,9430,7684,210,32,91,2.0118577075098814,0.0795916032717497,7.853219686765039,48493,-42894,306,57.177985872565145"
"WH458,Dallas,2956,591,7,4,11,68101,S816,Apparel,8829,3.308230484668904,5.851436733787557,3.895181314504229,34314,19128,9077,197,37,73,2.98680649526387,0.08614559654951331,7.308230484668904,96306,-87477,-2365,53.85143673378756"
"WH362,San Francisco,1105,1494,4,7,16,86457,S396,Automotive,8357,1.3210481495822426,1.4551772259449398,1.406863888155149,44544,4098,7715,131,3,22,7.56289592760181,0.024806932471264368,8.321048149582243,98270,-89913,389,20.45517722594494"
"WH185,Atlanta,4025,1348,3,2,6,32278,S134,Automotive,2457,0.7197221595936485,6.893959055545324,1.2262535496679594,22903,1778,4901,249,5,46,0.6104347826086957,0.17574116927913375,2.7197221595936485,38957,-36500,-2677,17.893959055545324"
"WH254,Atlanta,4276,3468,10,1,16,44679,S410,Furniture,6997,3.560400811312308,1.1852996332661525,1.7906886450859072,25956,1174,14281,122,6,54,1.6363423760523854,0.16474032978887349,4.560400811312308,60134,-53137,-808,23.18529963326615"
"WH472,New York,4067,2378,5,7,8,55131,S214,Automotive,8284,2.6948991088537606,7.807269760553269,1.6785180324304214,40549,17999,12708,226,12,46,2.0368822227686256,0.10029840439961528,9.694899108853761,85838,-77554,-1689,27.807269760553268"
"WH315,Los Angeles,2253,2408,7,4,5,78804,S722,Furniture,9539,3.935153366504568,1.6094199709814914,4.145083252784581,17822,14959,4780,61,42,74,4.233910341766533,0.12641678823925484,7.935153366504569,98543,-89004,155,48.60941997098149"
"WH233,Denver,3633,3446,10,4,5,80642,S398,Furniture,8647,4.680226191008989,9.480227208677835,1.871207718604752,40696,5691,2231,278,3,33,2.380126617120837,0.08927167289168468,8.68022619100899,88564,-79917,-187,17.480227208677835"
"WH039,New York,4625,2143,4,1,19,77994,S711,Groceries,6810,3.7351764922045696,9.386046473541366,4.339697396842895,37574,5501,11572,20,2,18,1.4724324324324325,0.12309043487517965,4.73517649220457,95067,-88257,-2482,30.386046473541366"
"WH378,Denver,3385,3251,5,4,5,46917,S586,Automotive,6447,1.378266895660984,9.52677264321144,2.683638298637746,14836,12091,8644,175,0,28,1.9045790251107828,0.2281612294418981,5.378266895660984,67652,-61205,-134,14.52677264321144"
"WH082,Dallas,3756,1623,8,2,25,83069,S801,Apparel,4363,4.841622118032367,6.291763381398928,2.3452135261334583,48455,5138,12163,276,43,18,1.16160809371672,0.07751522030750181,6.841622118032367,100370,-96007,-2133,74.29176338139894"
"WH010,Atlanta,853,4822,2,6,25,30777,S616,Furniture,7854,2.9011038090227186,4.608665813732068,1.2459816215860022,13624,8451,6198,241,40,88,9.207502930832357,0.06261009982384028,8.901103809022718,45426,-37572,3969,69.60866581373207"
"WH232,Los Angeles,1999,4340,10,4,25,59472,S365,Furniture,4602,4.093949324976702,4.45675169425218,4.5564093742173135,20435,6118,12838,265,36,33,2.3021510755377688,0.09782236359187668,8.093949324976702,78428,-73826,2341,65.45675169425218"
"WH205,San Francisco,4855,4555,7,6,13,44452,S450,Apparel,7850,3.158681814624715,1.405207471438337,4.644929750089861,29113,5476,3787,35,10,68,1.6168898043254376,0.1667639885961598,9.158681814624714,53715,-45865,-300,24.405207471438338"
"WH236,Atlanta,4793,4845,4,5,6,76581,S511,Apparel,7472,2.493734079232039,1.6878560502785165,3.661938243917697,40975,8669,5610,79,35,92,1.558940121009806,0.11697376449054302,7.4937340792320395,90860,-83388,52,42.68785605027852"
"WH331,San Francisco,2710,2793,7,2,22,40686,S857,Electronics,5156,4.147032732302561,5.687013355747712,3.1619935023130155,33721,5159,9866,227,30,86,1.9025830258302583,0.08036535096823938,6.147032732302561,55711,-50555,83,57.68701335574771"
"WH221,Dallas,4693,2590,6,2,9,68367,S923,Apparel,2077,3.687660635337499,1.1222964721776392,3.2022021152372475,16068,12663,13144,106,12,19,0.4425740464521628,0.29207119741100324,5.687660635337499,94174,-92097,-2103,22.122296472177638"
"WH420,Denver,3177,3658,9,6,11,51099,S334,Automotive,4728,2.228897599874667,3.228079421307656,4.705196817484711,38501,15641,12475,131,4,28,1.4881964117091595,0.08251733721202047,8.228897599874667,79215,-74487,481,18.228079421307655"
"WH178,Atlanta,2897,5133,10,5,12,55488,S840,Automotive,9032,2.995728111088946,5.727325542666683,3.966267629358512,41563,15830,13589,144,49,24,3.117707973765965,0.06970141712580902,7.995728111088946,84907,-75875,2236,66.72732554266668"
"WH009,Atlanta,3113,639,3,5,21,73388,S520,Groceries,5139,0.6823629612278101,2.3485187673247934,1.2116350947503007,42738,1938,10983,29,0,19,1.6508191455187922,0.07283915953016051,5.68236296122781,86309,-81170,-2474,23.348518767324794"
"WH266,Miami,4262,4453,4,7,20,47772,S644,Automotive,4193,2.016806076618449,9.410102651539525,2.4086257012276358,21690,16433,1907,16,15,9,0.9838104176442984,0.19649608114338404,9.01680607661845,66112,-61919,191,44.410102651539525"
"WH054,Denver,562,2584,7,7,22,70573,S342,Groceries,8087,0.8934419386488675,3.923041346098174,3.614312955335385,10919,17110,3204,216,2,86,14.38967971530249,0.05146991482736514,7.893441938648867,90887,-82800,2022,27.923041346098174"
"WH297,Chicago,1377,3852,10,2,13,32573,S940,Furniture,4851,2.572734843629043,4.984775575239685,4.027067674092859,22061,7161,13990,275,9,75,3.522875816993464,0.06241784143964462,4.572734843629043,53724,-48873,2475,26.984775575239684"
"WH068,Chicago,3237,4628,2,2,15,82698,S325,Automotive,8869,2.3030968971262498,3.5364465951868387,2.562071464622345,22298,2024,5966,95,39,44,2.7398826073524867,0.14516997040093282,4.30309689712625,90688,-81819,1391,57.53644659518684"
"WH496,Miami,4862,4621,10,6,5,87939,S804,Apparel,2900,1.117540979523934,9.409925344743009,1.8574980394756824,45518,13888,8672,264,41,62,0.5964623611682435,0.10681488641855968,7.117540979523934,110499,-107599,-241,55.40992534474301"
"WH478,Houston,789,1746,9,6,23,79365,S453,Automotive,3171,2.7423648076544795,9.315235139253392,3.7817580136174103,43927,5602,12965,254,9,65,4.019011406844107,0.017961618139185467,8.742364807654479,97932,-94761,957,41.31523513925339"
"WH129,Seattle,3104,4771,2,2,25,80079,S187,Electronics,3050,3.303165258596908,9.62308177114705,4.142530632667576,25046,18888,9374,172,19,58,0.9826030927835051,0.12393196518406133,5.303165258596907,108341,-105291,1667,53.62308177114705"
"WH093,Atlanta,1435,5167,10,3,18,53504,S868,Furniture,6151,3.4955407232912656,1.6488872482675858,2.7164515588987865,16295,3196,14151,114,44,13,4.286411149825784,0.08806382325866831,6.495540723291265,70851,-64700,3732,63.648887248267584"
"WH414,Chicago,4473,2730,10,7,21,32188,S557,Groceries,3435,4.707221900372791,1.3837596926727609,2.142700106194362,17183,2226,9199,87,14,17,0.7679409792085848,0.2603154280393412,11.70722190037279,43613,-40178,-1743,36.38375969267276"
"WH100,Los Angeles,1859,4489,5,4,23,34451,S211,Groceries,9634,0.5051594759509981,3.206536021597237,1.1020643173293565,29322,18781,7428,269,47,59,5.182356105433029,0.06339949525953209,4.5051594759509985,60660,-51026,2630,73.20653602159723"
"WH013,Miami,4214,2516,5,7,8,46897,S998,Furniture,2027,4.116614315524204,7.620789530147575,4.68804215850736,44903,18844,8447,26,12,35,0.481015662078785,0.09384673629824287,11.116614315524204,74188,-72161,-1698,27.620789530147576"
"WH422,Los Angeles,3561,402,10,3,9,53249,S890,Automotive,2809,3.893007702174429,8.874503241366527,3.219685998829052,37169,12529,8799,125,2,50,0.7888233642235327,0.09580564448868681,6.89300770217443,74577,-71768,-3159,19.874503241366526"
"WH287,Dallas,3298,408,7,3,9,32024,S971,Groceries,6968,2.755378380493312,7.884325486060242,3.2816015583640725,10604,5177,10228,149,30,19,2.1127956337174045,0.3110147114296492,5.755378380493312,47429,-40461,-2890,46.88432548606024"
"WH054,Atlanta,2677,4517,7,5,15,88414,S924,Electronics,8398,2.5034526815535045,5.429731238791156,2.019250523513873,13407,19481,4614,228,3,93,3.137093761673515,0.19967181323189379,7.5034526815535045,112509,-104111,1840,23.429731238791156"
"WH258,Houston,1665,1457,2,5,13,56498,S669,Automotive,1525,1.183463664682772,4.362674871530122,3.073135425649372,30826,10751,14777,58,31,74,0.9159159159159159,0.05401284629857912,6.1834636646827725,82026,-80501,-208,48.36267487153012"
"WH136,New York,4421,3181,10,5,11,47922,S851,Electronics,1038,3.848050547745861,7.849501440463722,4.182189570477151,27494,19822,10759,236,35,86,0.2347885093870165,0.16079871972066634,8.84805054774586,78503,-77465,-1240,53.849501440463726"
"WH312,Dallas,4808,1153,10,6,19,34386,S471,Groceries,9223,0.8262203298923263,0.7855293240059442,3.707382269768485,46284,16981,11539,238,19,39,1.918261231281198,0.10388039063175179,6.826220329892326,62906,-53683,-3655,38.78552932400594"
"WH483,Miami,583,3301,2,6,21,45378,S498,Automotive,4534,0.8340030997555311,2.208844548998254,1.436325711386408,33922,7619,14413,298,13,23,7.777015437392796,0.01718648664583456,6.834003099755531,67410,-62876,2718,36.20884454899826"
"WH307,Chicago,2535,670,10,5,7,86852,S105,Electronics,9709,2.3929297875995488,1.4697605067822876,2.788001508463846,38167,2813,9918,64,15,44,3.829980276134122,0.0664186338983939,7.392929787599549,99583,-89874,-1865,23.469760506782286"
"WH096,Denver,876,4572,8,4,21,51273,S529,Automotive,1549,4.737408838987866,4.378774438164912,3.676212319488384,42787,16048,12204,164,31,44,1.7682648401826484,0.020473508308598405,8.737408838987866,79525,-77976,3696,56.37877443816491"
"WH037,Houston,1389,1881,3,2,17,48242,S860,Apparel,2669,2.738094464697677,1.1260942084019383,4.512628244794277,16071,5523,4816,2,45,18,1.9215262778977682,0.08642897143923838,4.738094464697677,58581,-55912,492,63.12609420840194"
"WH319,Dallas,3321,3357,9,1,16,64265,S709,Furniture,4167,3.6685131138275744,2.6293302819586746,3.4040881169142283,44887,2797,9671,245,12,71,1.2547425474254743,0.07398578653062134,4.668513113827574,76733,-72566,36,30.629330281958673"
"WH039,Miami,874,3644,7,3,8,87744,S724,Furniture,7033,2.7012376215126443,7.269622657191019,1.2956086154258748,11714,8626,3739,80,48,38,8.046910755148742,0.07461157589209493,5.701237621512645,100109,-93076,2770,63.26962265719102"
"WH379,Seattle,1431,4199,5,4,8,73889,S537,Furniture,2413,2.960442683768946,1.9529129590696488,3.8499484049280497,33343,7383,6215,96,36,60,1.6862334032145352,0.04291755390936628,6.960442683768946,87487,-85074,2768,45.95291295906965"
"WH165,Dallas,4585,1133,7,2,16,59096,S255,Apparel,7346,3.061060257574442,8.122255481230233,2.7120562910443726,10927,7768,3878,15,24,59,1.6021810250817885,0.4196028187059577,5.061060257574442,70742,-63396,-3452,48.12225548123023"
"WH228,Dallas,3000,2800,7,6,17,68570,S549,Groceries,3022,2.0734071288774265,1.7256897056349547,2.077692874877569,17122,4512,14576,241,39,93,1.0073333333333334,0.17521317603083753,8.073407128877427,87658,-84636,-200,57.725689705634956"
"WH095,Denver,4376,3250,9,4,12,92958,S428,Furniture,2486,3.750684189553968,2.170777758481307,1.9064014790487331,15561,18118,2657,44,50,96,0.5680987202925045,0.2812158601632286,7.750684189553969,113733,-111247,-1126,64.17077775848131"
"WH458,Seattle,1930,1690,2,5,14,59326,S305,Apparel,4275,0.835235956708963,1.0218607308163654,2.2918693611017336,11992,10108,558,3,22,62,2.215025906735751,0.16094062708472315,5.835235956708963,69992,-65717,-240,37.021860730816364"
"WH111,New York,1306,2568,4,1,6,99648,S417,Apparel,7126,1.720847231927259,5.418592416723341,4.2009473045330665,10857,14934,5552,292,24,12,5.45635528330781,0.12029105646126922,2.7208472319272587,120134,-113008,1262,35.41859241672334"
"WH063,Denver,519,4714,10,7,13,48320,S782,Furniture,1845,2.5634494400064507,9.643661997837889,4.354149553823753,46938,13318,3878,127,50,23,3.554913294797688,0.011057139204908603,9.563449440006451,65516,-63671,4195,72.64366199783788"
"WH195,Miami,1618,499,8,3,5,76517,S746,Apparel,6348,3.327310732639825,6.979741513490626,3.8729251307243953,31711,4840,7402,65,50,33,3.92336217552534,0.05102330421620258,6.327310732639825,88759,-82411,-1119,61.97974151349062"
"WH033,New York,2148,3006,8,6,18,78909,S779,Apparel,9780,2.498347419661949,9.267905021303486,1.61469952329419,40292,17468,13194,267,22,88,4.553072625698324,0.05331083093418048,8.498347419661949,109571,-99791,858,49.267905021303484"
"WH290,San Francisco,1252,4500,3,4,17,70261,S111,Groceries,1988,3.151417195847543,6.033220545381233,3.306981389943478,38812,18418,12601,274,17,34,1.5878594249201279,0.03225806451612903,7.151417195847543,101280,-99292,3248,40.03322054538123"
"WH033,Denver,1877,1816,2,4,7,67582,S996,Electronics,9526,4.247775335868873,8.731866695581324,4.109156309285755,23562,4158,862,169,39,47,5.075119872136388,0.07966216789746201,8.247775335868873,72602,-63076,-61,54.731866695581324"
"WH492,Dallas,4910,2192,10,6,18,80267,S508,Groceries,1004,4.834405253333769,7.402858602282735,4.700883131548394,23954,13725,8905,66,5,48,0.2044806517311609,0.20497620439175085,10.83440525333377,102897,-101893,-2718,30.402858602282734"
"WH196,San Francisco,4812,751,10,6,21,33970,S813,Electronics,2245,2.995534915464789,5.9240015625511,3.023004541028902,10905,18866,7405,108,10,75,0.46654197838736494,0.44126547455295734,8.99553491546479,60241,-57996,-4061,36.9240015625511"
"WH054,New York,3234,4239,8,7,17,53723,S156,Electronics,8678,3.370670330098038,6.243344098842718,4.161418912257416,18257,18102,8880,74,41,61,2.683364254792826,0.17713753628745138,10.370670330098038,80705,-72027,1005,64.24334409884273"
"WH462,Atlanta,3142,2856,9,4,15,97968,S728,Automotive,3289,2.677728250372465,2.4261451018207167,1.8289441819918664,18089,19529,7146,223,15,86,1.0467854869509867,0.17369672176460832,6.677728250372465,124643,-121354,-286,32.426145101820715"
"WH221,Chicago,4943,3956,4,3,15,93573,S697,Electronics,5874,0.7745312008658547,1.7342193183873578,4.332292856692737,11235,7855,14611,76,44,28,1.1883471575966011,0.4399643969737428,3.7745312008658547,116039,-110165,-987,60.73421931838736"
"WH251,Denver,3252,4110,9,1,23,31002,S244,Apparel,7620,4.231503634204799,4.904070449933503,4.391785540115457,26329,2308,9978,268,34,84,2.3431734317343174,0.12351399597402105,5.231503634204799,43288,-35668,858,61.9040704499335"
"WH118,Seattle,2936,1810,7,1,15,85788,S871,Electronics,2984,0.971550171935548,5.255492601715046,2.084627519019276,12727,1632,12062,260,41,56,1.0163487738419619,0.2306906576569498,1.9715501719355482,99482,-96498,-1126,61.25549260171505"
